node_id,article,article_num,chapter,clause_id,content,enriched_content,section_path,source,title
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:390,第15章,15,第15章,FSS Code/15.2.3.2.2,发生器的电源故障；,"[上级条款 FSS Code/15.2.3.2 2.3.2 指示器和报警器] 2.3.2.1 除满足2.2.4.2的要求外，还应设有装置在系统工作的任何时候连续指示系统排气端惰性气体的温度。

2.3.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 燃烧油的惰性气体发生器的燃油供给不足；

.2 发生器的电源故障；

.3 冷却和洗涤装置的水压低或水的流速低；

.4 冷却和洗涤装置内的水位高；

.5 气体温度高;

1.6 惰性气体鼓风机故障；和

.7 水封内的水位低。

[本条款] 发生器的电源故障；",15.2.3.2.2,FSS Code,15.2.3.2.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:391,第15章,15,第15章,FSS Code/15.2.3.2.3,冷却和洗涤装置的水压低或水的流速低；,"[上级条款 FSS Code/15.2.3.2 2.3.2 指示器和报警器] 2.3.2.1 除满足2.2.4.2的要求外，还应设有装置在系统工作的任何时候连续指示系统排气端惰性气体的温度。

2.3.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 燃烧油的惰性气体发生器的燃油供给不足；

.2 发生器的电源故障；

.3 冷却和洗涤装置的水压低或水的流速低；

.4 冷却和洗涤装置内的水位高；

.5 气体温度高;

1.6 惰性气体鼓风机故障；和

.7 水封内的水位低。

[本条款] 冷却和洗涤装置的水压低或水的流速低；",15.2.3.2.3,FSS Code,15.2.3.2.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:392,第15章,15,第15章,FSS Code/15.2.3.2.4,冷却和洗涤装置内的水位高；,"[上级条款 FSS Code/15.2.3.2 2.3.2 指示器和报警器] 2.3.2.1 除满足2.2.4.2的要求外，还应设有装置在系统工作的任何时候连续指示系统排气端惰性气体的温度。

2.3.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 燃烧油的惰性气体发生器的燃油供给不足；

.2 发生器的电源故障；

.3 冷却和洗涤装置的水压低或水的流速低；

.4 冷却和洗涤装置内的水位高；

.5 气体温度高;

1.6 惰性气体鼓风机故障；和

.7 水封内的水位低。

[本条款] 冷却和洗涤装置内的水位高；",15.2.3.2.4,FSS Code,15.2.3.2.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:393,第15章,15,第15章,FSS Code/15.2.3.2.5,气体温度高;,"[上级条款 FSS Code/15.2.3.2 2.3.2 指示器和报警器] 2.3.2.1 除满足2.2.4.2的要求外，还应设有装置在系统工作的任何时候连续指示系统排气端惰性气体的温度。

2.3.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 燃烧油的惰性气体发生器的燃油供给不足；

.2 发生器的电源故障；

.3 冷却和洗涤装置的水压低或水的流速低；

.4 冷却和洗涤装置内的水位高；

.5 气体温度高;

1.6 惰性气体鼓风机故障；和

.7 水封内的水位低。

[本条款] 气体温度高;",15.2.3.2.5,FSS Code,15.2.3.2.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:394,第15章,15,第15章,FSS Code/15.2.3.2.7,水封内的水位低。,"[上级条款 FSS Code/15.2.3.2 2.3.2 指示器和报警器] 2.3.2.1 除满足2.2.4.2的要求外，还应设有装置在系统工作的任何时候连续指示系统排气端惰性气体的温度。

2.3.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 燃烧油的惰性气体发生器的燃油供给不足；

.2 发生器的电源故障；

.3 冷却和洗涤装置的水压低或水的流速低；

.4 冷却和洗涤装置内的水位高；

.5 气体温度高;

1.6 惰性气体鼓风机故障；和

.7 水封内的水位低。

[本条款] 水封内的水位低。",15.2.3.2.7,FSS Code,15.2.3.2.7
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:395,第15章,15,第15章,FSS Code/15.2.4,除 2.2 的规定外，对于使用氮气发生器的系统还应适用本节规,,15.2.4,FSS Code,2.4 对氮气发生系统的要求
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:396,第15章,15,第15章,FSS Code/15.2.4.2,"2.4.2.1 除满足2.2.4.2的要求外，还应设有仪表连续指示氮气发生器抽吸端空气的温度和压力。

2.4.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 电加热器故障（如设有）；

.2 压缩机的低供气压力或低流量；

3.3 空气温度高；和

.4 水气分离器自动泄水管的冷凝水位高。”",,15.2.4.2,FSS Code,2.4.2 指示器和报警器
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:397,第15章,15,第15章,FSS Code/15.2.4.2.1,电加热器故障（如设有）；,"[上级条款 FSS Code/15.2.4.2 2.4.2 指示器和报警器] 2.4.2.1 除满足2.2.4.2的要求外，还应设有仪表连续指示氮气发生器抽吸端空气的温度和压力。

2.4.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 电加热器故障（如设有）；

.2 压缩机的低供气压力或低流量；

3.3 空气温度高；和

.4 水气分离器自动泄水管的冷凝水位高。”

[本条款] 电加热器故障（如设有）；",15.2.4.2.1,FSS Code,15.2.4.2.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:398,第15章,15,第15章,FSS Code/15.2.4.2.2,压缩机的低供气压力或低流量；,"[上级条款 FSS Code/15.2.4.2 2.4.2 指示器和报警器] 2.4.2.1 除满足2.2.4.2的要求外，还应设有仪表连续指示氮气发生器抽吸端空气的温度和压力。

2.4.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 电加热器故障（如设有）；

.2 压缩机的低供气压力或低流量；

3.3 空气温度高；和

.4 水气分离器自动泄水管的冷凝水位高。”

[本条款] 压缩机的低供气压力或低流量；",15.2.4.2.2,FSS Code,15.2.4.2.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:399,第15章,15,第15章,FSS Code/15.2.4.2.3,空气温度高；和,"[上级条款 FSS Code/15.2.4.2 2.4.2 指示器和报警器] 2.4.2.1 除满足2.2.4.2的要求外，还应设有仪表连续指示氮气发生器抽吸端空气的温度和压力。

2.4.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 电加热器故障（如设有）；

.2 压缩机的低供气压力或低流量；

3.3 空气温度高；和

.4 水气分离器自动泄水管的冷凝水位高。”

[本条款] 空气温度高；和",15.2.4.2.3,FSS Code,15.2.4.2.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:400,第15章,15,第15章,FSS Code/15.2.4.2.4,水气分离器自动泄水管的冷凝水位高。”,"[上级条款 FSS Code/15.2.4.2 2.4.2 指示器和报警器] 2.4.2.1 除满足2.2.4.2的要求外，还应设有仪表连续指示氮气发生器抽吸端空气的温度和压力。

2.4.2.2 除满足2.2.4.5的要求外，还应装设听觉和视觉报警器以指示：

.1 电加热器故障（如设有）；

.2 压缩机的低供气压力或低流量；

3.3 空气温度高；和

.4 水气分离器自动泄水管的冷凝水位高。”

[本条款] 水气分离器自动泄水管的冷凝水位高。”",15.2.4.2.4,FSS Code,15.2.4.2.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:401,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.1,"1.1 本章详细规定了公约第 II-2 章所要求的固定式碳氢化合物气体探测系统的技术要求。

1.2 如完全满足公约第 II-2/2 条的要求时，第 II-2/4.5.7.3 条和 II-2/4.5.10 条要求的组合型气体探测系统可予以接受。",,16.1,FSS Code,1 适用范围
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:402,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.1.1,如完全满足公约第 II-2/2 条的要求时，第 II-2/4.5.7.3 条和 II-2/4.5.10 条要求的组合型气体探测系统可予以接受。,"[上级条款 FSS Code/16.1 1 适用范围] 1.1 本章详细规定了公约第 II-2 章所要求的固定式碳氢化合物气体探测系统的技术要求。

1.2 如完全满足公约第 II-2/2 条的要求时，第 II-2/4.5.7.3 条和 II-2/4.5.10 条要求的组合型气体探测系统可予以接受。

[本条款] 如完全满足公约第 II-2/2 条的要求时，第 II-2/4.5.7.3 条和 II-2/4.5.10 条要求的组合型气体探测系统可予以接受。",16.1.1,FSS Code,16.1.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:403,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.1,"2.1.1 公约第 II-2 章所述的固定式碳氢化合物气体探测系统应基于本组织制定的性能标准进行设计、构造和试验，并使主管机关满意。

2.1.2 该系统应由气体测量和分析的中央装置与气体取样管组成。气体取样管应设置在相邻于液货舱的双壳体处所和双层底处所内的所有压载舱和留空处所，包括首尖舱和位于舱壁甲板以下并相邻于液货舱的任何其他液舱和处所。

2.1.3 如 2.1.2 所述的处所按 2.2.3.1 要求的速率进行取样，则该系统可与货泵舱气体探测系统整合。在符合取样速率的条件下，亦可考虑对其他位置进行持续取样。",,16.2.1,FSS Code,2.1 一般要求
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:404,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.1.1,公约第 II-2 章所述的固定式碳氢化合物气体探测系统应基于本组织制定的性能标准进行设计、构造和试验，并使主管机关满意。,"[上级条款 FSS Code/16.2.1 2.1 一般要求] 2.1.1 公约第 II-2 章所述的固定式碳氢化合物气体探测系统应基于本组织制定的性能标准进行设计、构造和试验，并使主管机关满意。

2.1.2 该系统应由气体测量和分析的中央装置与气体取样管组成。气体取样管应设置在相邻于液货舱的双壳体处所和双层底处所内的所有压载舱和留空处所，包括首尖舱和位于舱壁甲板以下并相邻于液货舱的任何其他液舱和处所。

2.1.3 如 2.1.2 所述的处所按 2.2.3.1 要求的速率进行取样，则该系统可与货泵舱气体探测系统整合。在符合取样速率的条件下，亦可考虑对其他位置进行持续取样。

[本条款] 公约第 II-2 章所述的固定式碳氢化合物气体探测系统应基于本组织制定的性能标准进行设计、构造和试验，并使主管机关满意。",16.2.1.1,FSS Code,16.2.1.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:405,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.1.2,该系统应由气体测量和分析的中央装置与气体取样管组成。气体取样管应设置在相邻于液货舱的双壳体处所和双层底处所内的所有压载舱和留空处所，包括首尖舱和位于舱壁甲板以下并相邻于液货舱的任何其他液舱和处所。,"[上级条款 FSS Code/16.2.1 2.1 一般要求] 2.1.1 公约第 II-2 章所述的固定式碳氢化合物气体探测系统应基于本组织制定的性能标准进行设计、构造和试验，并使主管机关满意。

2.1.2 该系统应由气体测量和分析的中央装置与气体取样管组成。气体取样管应设置在相邻于液货舱的双壳体处所和双层底处所内的所有压载舱和留空处所，包括首尖舱和位于舱壁甲板以下并相邻于液货舱的任何其他液舱和处所。

2.1.3 如 2.1.2 所述的处所按 2.2.3.1 要求的速率进行取样，则该系统可与货泵舱气体探测系统整合。在符合取样速率的条件下，亦可考虑对其他位置进行持续取样。

[本条款] 该系统应由气体测量和分析的中央装置与气体取样管组成。气体取样管应设置在相邻于液货舱的双壳体处所和双层底处所内的所有压载舱和留空处所，包括首尖舱和位于舱壁甲板以下并相邻于液货舱的任何其他液舱和处所。",16.2.1.2,FSS Code,16.2.1.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:406,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.1.3,如 2.1.2 所述的处所按 2.2.3.1 要求的速率进行取样，则该系统可与货泵舱气体探测系统整合。在符合取样速率的条件下，亦可考虑对其他位置进行持续取样。,"[上级条款 FSS Code/16.2.1 2.1 一般要求] 2.1.1 公约第 II-2 章所述的固定式碳氢化合物气体探测系统应基于本组织制定的性能标准进行设计、构造和试验，并使主管机关满意。

2.1.2 该系统应由气体测量和分析的中央装置与气体取样管组成。气体取样管应设置在相邻于液货舱的双壳体处所和双层底处所内的所有压载舱和留空处所，包括首尖舱和位于舱壁甲板以下并相邻于液货舱的任何其他液舱和处所。

2.1.3 如 2.1.2 所述的处所按 2.2.3.1 要求的速率进行取样，则该系统可与货泵舱气体探测系统整合。在符合取样速率的条件下，亦可考虑对其他位置进行持续取样。

[本条款] 如 2.1.2 所述的处所按 2.2.3.1 要求的速率进行取样，则该系统可与货泵舱气体探测系统整合。在符合取样速率的条件下，亦可考虑对其他位置进行持续取样。",16.2.1.3,FSS Code,16.2.1.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:407,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.1,"2.2.1.1 除2.2.1.3所规定的连接每对取样点的管路之外，不应在探测设备上安装公共取样管路。

2.2.1.2 气体取样管路的构造材料和尺寸应防止气体在管内流动受到阻碍。如使用非金属材料，应具有导电性。气体取样管路不应用铝质材料制造。

2.2.1.3 气体取样管路的配置应与每一处所的设计和尺寸相适应。除2.2.1.4和2.2.1.5规定外，取样系统应至少设有2处碳氢化合物气体取样点，分别位于需取样处的下部和上

部。需要时，上部的气体取样点位置不应低于液舱顶部  $1 \mathrm{~m}$  。下部的气体取样点位置应高于船底外板的桁材高度，但应距液舱底部至少  $0.5 \mathrm{~m}$ ，且应设有在堵塞时予以关闭的装置。在定位固定取样点时，应充分考虑拟运输的成品油的油气密度以及处所驱气或通风引起的稀释。

2.2.1.4 对载重量小于50,000吨的船舶，出于实际和/或操作原因，主管机关可允许在每一液货舱内安装一个取样点。

2.2.1.5 对双层底内的压载舱、拟装满液体的压载舱和空舱，不要求安装上部气体取样点。

2.2.1.6 当从压载模式转换为货物装载模式后，如使用压缩空气冲洗清洁管路进行液舱压载时，应设有防止气体取样管路堵塞的装置。该系统应在气体取样管路堵塞时发出报警显示。",,16.2.2.1,FSS Code,2.2.1 气体取样管路
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:408,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.1.1,除2.2.1.3所规定的连接每对取样点的管路之外，不应在探测设备上安装公共取样管路。,"[上级条款 FSS Code/16.2.2.1 2.2.1 气体取样管路] 2.2.1.1 除2.2.1.3所规定的连接每对取样点的管路之外，不应在探测设备上安装公共取样管路。

2.2.1.2 气体取样管路的构造材料和尺寸应防止气体在管内流动受到阻碍。如使用非金属材料，应具有导电性。气体取样管路不应用铝质材料制造。

2.2.1.3 气体取样管路的配置应与每一处所的设计和尺寸相适应。除2.2.1.4和2.2.1.5规定外，取样系统应至少设有2处碳氢化合物气体取样点，分别位于需取样处的下部和上

部。需要时，上部的气体取样点位置不应低于液舱顶部  $1 \mathrm{~m}$  。下部的气体取样点位置应高于船底外板的桁材高度，但应距液舱底部至少  $0.5 \mat

[本条款] 除2.2.1.3所规定的连接每对取样点的管路之外，不应在探测设备上安装公共取样管路。",16.2.2.1.1,FSS Code,16.2.2.1.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:409,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.1.2,气体取样管路的构造材料和尺寸应防止气体在管内流动受到阻碍。如使用非金属材料，应具有导电性。气体取样管路不应用铝质材料制造。,"[上级条款 FSS Code/16.2.2.1 2.2.1 气体取样管路] 2.2.1.1 除2.2.1.3所规定的连接每对取样点的管路之外，不应在探测设备上安装公共取样管路。

2.2.1.2 气体取样管路的构造材料和尺寸应防止气体在管内流动受到阻碍。如使用非金属材料，应具有导电性。气体取样管路不应用铝质材料制造。

2.2.1.3 气体取样管路的配置应与每一处所的设计和尺寸相适应。除2.2.1.4和2.2.1.5规定外，取样系统应至少设有2处碳氢化合物气体取样点，分别位于需取样处的下部和上

部。需要时，上部的气体取样点位置不应低于液舱顶部  $1 \mathrm{~m}$  。下部的气体取样点位置应高于船底外板的桁材高度，但应距液舱底部至少  $0.5 \mat

[本条款] 气体取样管路的构造材料和尺寸应防止气体在管内流动受到阻碍。如使用非金属材料，应具有导电性。气体取样管路不应用铝质材料制造。",16.2.2.1.2,FSS Code,16.2.2.1.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:410,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.1.3,"气体取样管路的配置应与每一处所的设计和尺寸相适应。除2.2.1.4和2.2.1.5规定外，取样系统应至少设有2处碳氢化合物气体取样点，分别位于需取样处的下部和上

部。需要时，上部的气体取样点位置不应低于液舱顶部  $1 \mathrm{~m}$  。下部的气体取样点位置应高于船底外板的桁材高度，但应距液舱底部至少  $0.5 \mathrm{~m}$ ，且应设有在堵塞时予以关闭的装置。在定位固定取样点时，应充分考虑拟运输的成品油的油气密度以及处所驱气或通风引起的稀释。",,16.2.2.1.3,FSS Code,16.2.2.1.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:411,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.1.4,"对载重量小于50,000吨的船舶，出于实际和/或操作原因，主管机关可允许在每一液货舱内安装一个取样点。","[上级条款 FSS Code/16.2.2.1 2.2.1 气体取样管路] 2.2.1.1 除2.2.1.3所规定的连接每对取样点的管路之外，不应在探测设备上安装公共取样管路。

2.2.1.2 气体取样管路的构造材料和尺寸应防止气体在管内流动受到阻碍。如使用非金属材料，应具有导电性。气体取样管路不应用铝质材料制造。

2.2.1.3 气体取样管路的配置应与每一处所的设计和尺寸相适应。除2.2.1.4和2.2.1.5规定外，取样系统应至少设有2处碳氢化合物气体取样点，分别位于需取样处的下部和上

部。需要时，上部的气体取样点位置不应低于液舱顶部  $1 \mathrm{~m}$  。下部的气体取样点位置应高于船底外板的桁材高度，但应距液舱底部至少  $0.5 \mat

[本条款] 对载重量小于50,000吨的船舶，出于实际和/或操作原因，主管机关可允许在每一液货舱内安装一个取样点。",16.2.2.1.4,FSS Code,16.2.2.1.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:412,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.1.5,对双层底内的压载舱、拟装满液体的压载舱和空舱，不要求安装上部气体取样点。,"[上级条款 FSS Code/16.2.2.1 2.2.1 气体取样管路] 2.2.1.1 除2.2.1.3所规定的连接每对取样点的管路之外，不应在探测设备上安装公共取样管路。

2.2.1.2 气体取样管路的构造材料和尺寸应防止气体在管内流动受到阻碍。如使用非金属材料，应具有导电性。气体取样管路不应用铝质材料制造。

2.2.1.3 气体取样管路的配置应与每一处所的设计和尺寸相适应。除2.2.1.4和2.2.1.5规定外，取样系统应至少设有2处碳氢化合物气体取样点，分别位于需取样处的下部和上

部。需要时，上部的气体取样点位置不应低于液舱顶部  $1 \mathrm{~m}$  。下部的气体取样点位置应高于船底外板的桁材高度，但应距液舱底部至少  $0.5 \mat

[本条款] 对双层底内的压载舱、拟装满液体的压载舱和空舱，不要求安装上部气体取样点。",16.2.2.1.5,FSS Code,16.2.2.1.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:413,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.1.6,当从压载模式转换为货物装载模式后，如使用压缩空气冲洗清洁管路进行液舱压载时，应设有防止气体取样管路堵塞的装置。该系统应在气体取样管路堵塞时发出报警显示。,"[上级条款 FSS Code/16.2.2.1 2.2.1 气体取样管路] 2.2.1.1 除2.2.1.3所规定的连接每对取样点的管路之外，不应在探测设备上安装公共取样管路。

2.2.1.2 气体取样管路的构造材料和尺寸应防止气体在管内流动受到阻碍。如使用非金属材料，应具有导电性。气体取样管路不应用铝质材料制造。

2.2.1.3 气体取样管路的配置应与每一处所的设计和尺寸相适应。除2.2.1.4和2.2.1.5规定外，取样系统应至少设有2处碳氢化合物气体取样点，分别位于需取样处的下部和上

部。需要时，上部的气体取样点位置不应低于液舱顶部  $1 \mathrm{~m}$  。下部的气体取样点位置应高于船底外板的桁材高度，但应距液舱底部至少  $0.5 \mat

[本条款] 当从压载模式转换为货物装载模式后，如使用压缩空气冲洗清洁管路进行液舱压载时，应设有防止气体取样管路堵塞的装置。该系统应在气体取样管路堵塞时发出报警显示。",16.2.2.1.6,FSS Code,16.2.2.1.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:414,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.2.1,".1 除下述.5允许的处所外，取样管路不应穿越气体安全处所；

.2 碳氢化合物气体取样管路应配备阻焰器。取样的碳氢化合物气体应通过布置在安全位置的排气口引向大气，该位置不应靠近着火源和起居处所的空气进口；

.3 应在气体安全一侧舱壁的每一取样管路上安装一个手动操作隔离阀，其位置应易于进入进行操作和维护；

.4 碳氢化合物气体探测设备，包括取样管、取样泵、螺线管、分析设备等，应位于适度气密的舱柜内（例如，带有装密封圈门的全密闭的钢质舱柜），应由其自身取样点进行监测。在钢质围壁内易燃气体浓度大于可燃下限的  $30\%$  时，整个气体分析设备自动关闭；和

.5 如该围壁不能直接布置在舱壁上时，取样管应为钢质或其他等效材料制成，且无可拆接头（除与舱壁上的隔离阀和分析设备的连接点外），且其走线应最短。",,16.2.2.2.1,FSS Code,2.2.2.1 气体分析设备应位于安全处所，并可位于船舶货物区域外；例如位于货物控制室和/或驾驶室内，以及安装在前舱壁的液压舱内，但应符合如下要求：
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:415,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.2.1.1,除下述.5允许的处所外，取样管路不应穿越气体安全处所；,"[上级条款 FSS Code/16.2.2.2.1 2.2.2.1 气体分析设备应位于安全处所，并可位于船舶货物区域外；例如位于货物控制室和/或驾驶室内，以及安装在前舱壁的液压舱内，但应符合如下要求：] .1 除下述.5允许的处所外，取样管路不应穿越气体安全处所；

.2 碳氢化合物气体取样管路应配备阻焰器。取样的碳氢化合物气体应通过布置在安全位置的排气口引向大气，该位置不应靠近着火源和起居处所的空气进口；

.3 应在气体安全一侧舱壁的每一取样管路上安装一个手动操作隔离阀，其位置应易于进入进行操作和维护；

.4 碳氢化合物气体探测设备，包括取样管、取样泵、螺线管、分析设备等，应位于适度气密的舱柜内（例如，带有装密封圈门的全密闭的钢质舱柜），应由其自身取样点进行监测。在钢质围壁内易燃气体浓度大于可燃下限的  $30\%$  时，整个气体分析设备自动关闭；和

.5 如该围壁不能直接布置在舱壁

[本条款] 除下述.5允许的处所外，取样管路不应穿越气体安全处所；",16.2.2.2.1.1,FSS Code,16.2.2.2.1.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:416,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.2.1.2,碳氢化合物气体取样管路应配备阻焰器。取样的碳氢化合物气体应通过布置在安全位置的排气口引向大气，该位置不应靠近着火源和起居处所的空气进口；,"[上级条款 FSS Code/16.2.2.2.1 2.2.2.1 气体分析设备应位于安全处所，并可位于船舶货物区域外；例如位于货物控制室和/或驾驶室内，以及安装在前舱壁的液压舱内，但应符合如下要求：] .1 除下述.5允许的处所外，取样管路不应穿越气体安全处所；

.2 碳氢化合物气体取样管路应配备阻焰器。取样的碳氢化合物气体应通过布置在安全位置的排气口引向大气，该位置不应靠近着火源和起居处所的空气进口；

.3 应在气体安全一侧舱壁的每一取样管路上安装一个手动操作隔离阀，其位置应易于进入进行操作和维护；

.4 碳氢化合物气体探测设备，包括取样管、取样泵、螺线管、分析设备等，应位于适度气密的舱柜内（例如，带有装密封圈门的全密闭的钢质舱柜），应由其自身取样点进行监测。在钢质围壁内易燃气体浓度大于可燃下限的  $30\%$  时，整个气体分析设备自动关闭；和

.5 如该围壁不能直接布置在舱壁

[本条款] 碳氢化合物气体取样管路应配备阻焰器。取样的碳氢化合物气体应通过布置在安全位置的排气口引向大气，该位置不应靠近着火源和起居处所的空气进口；",16.2.2.2.1.2,FSS Code,16.2.2.2.1.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:417,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.2.1.3,应在气体安全一侧舱壁的每一取样管路上安装一个手动操作隔离阀，其位置应易于进入进行操作和维护；,"[上级条款 FSS Code/16.2.2.2.1 2.2.2.1 气体分析设备应位于安全处所，并可位于船舶货物区域外；例如位于货物控制室和/或驾驶室内，以及安装在前舱壁的液压舱内，但应符合如下要求：] .1 除下述.5允许的处所外，取样管路不应穿越气体安全处所；

.2 碳氢化合物气体取样管路应配备阻焰器。取样的碳氢化合物气体应通过布置在安全位置的排气口引向大气，该位置不应靠近着火源和起居处所的空气进口；

.3 应在气体安全一侧舱壁的每一取样管路上安装一个手动操作隔离阀，其位置应易于进入进行操作和维护；

.4 碳氢化合物气体探测设备，包括取样管、取样泵、螺线管、分析设备等，应位于适度气密的舱柜内（例如，带有装密封圈门的全密闭的钢质舱柜），应由其自身取样点进行监测。在钢质围壁内易燃气体浓度大于可燃下限的  $30\%$  时，整个气体分析设备自动关闭；和

.5 如该围壁不能直接布置在舱壁

[本条款] 应在气体安全一侧舱壁的每一取样管路上安装一个手动操作隔离阀，其位置应易于进入进行操作和维护；",16.2.2.2.1.3,FSS Code,16.2.2.2.1.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:418,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.2.1.4,碳氢化合物气体探测设备，包括取样管、取样泵、螺线管、分析设备等，应位于适度气密的舱柜内（例如，带有装密封圈门的全密闭的钢质舱柜），应由其自身取样点进行监测。在钢质围壁内易燃气体浓度大于可燃下限的  $30\%$  时，整个气体分析设备自动关闭；和,,16.2.2.2.1.4,FSS Code,16.2.2.2.1.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:419,第16章 固定式碳氢化合物气体探测系统,16,第16章 固定式碳氢化合物气体探测系统,FSS Code/16.2.2.2.1.5,如该围壁不能直接布置在舱壁上时，取样管应为钢质或其他等效材料制成，且无可拆接头（除与舱壁上的隔离阀和分析设备的连接点外），且其走线应最短。,"[上级条款 FSS Code/16.2.2.2.1 2.2.2.1 气体分析设备应位于安全处所，并可位于船舶货物区域外；例如位于货物控制室和/或驾驶室内，以及安装在前舱壁的液压舱内，但应符合如下要求：] .1 除下述.5允许的处所外，取样管路不应穿越气体安全处所；

.2 碳氢化合物气体取样管路应配备阻焰器。取样的碳氢化合物气体应通过布置在安全位置的排气口引向大气，该位置不应靠近着火源和起居处所的空气进口；

.3 应在气体安全一侧舱壁的每一取样管路上安装一个手动操作隔离阀，其位置应易于进入进行操作和维护；

.4 碳氢化合物气体探测设备，包括取样管、取样泵、螺线管、分析设备等，应位于适度气密的舱柜内（例如，带有装密封圈门的全密闭的钢质舱柜），应由其自身取样点进行监测。在钢质围壁内易燃气体浓度大于可燃下限的  $30\%$  时，整个气体分析设备自动关闭；和

.5 如该围壁不能直接布置在舱壁

[本条款] 如该围壁不能直接布置在舱壁上时，取样管应为钢质或其他等效材料制成，且无可拆接头（除与舱壁上的隔离阀和分析设备的连接点外），且其走线应最短。",16.2.2.2.1.5,FSS Code,16.2.2.2.1.5
